work_year,experience_yr,experience_level,employment_type,job_title,job_title_nm,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,3,SE,FT,Data Scientist,1,154600,USD,154600,US,100,US,M
2023,1,EN,FT,Data Scientist,1,124234,USD,124234,US,0,US,M
2023,1,EN,FT,Data Scientist,1,74540,USD,74540,US,0,US,M
2023,3,SE,FT,Data Scientist,1,275300,USD,275300,US,100,US,M
2023,3,SE,FT,Data Scientist,1,183500,USD,183500,US,100,US,M
2023,3,SE,FT,Data Scientist,1,275300,USD,275300,US,100,US,M
2023,3,SE,FT,Data Scientist,1,183500,USD,183500,US,100,US,M
2023,3,SE,FT,Data Scientist,1,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2023,1,EN,FT,Data Scientist,1,1060000,INR,12893,IN,50,IN,S
2023,3,SE,FT,Data Scientist,1,136000,USD,136000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,104000,USD,104000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,110000,USD,110000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,84000,USD,84000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,190000,USD,190000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,165000,USD,165000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,225000,USD,225000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,156400,USD,156400,US,0,US,M
2023,3,SE,FT,Data Scientist,1,257000,USD,257000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,134000,USD,134000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,72000,EUR,77453,LV,0,LV,M
2023,3,SE,FT,Data Scientist,1,36000,EUR,38726,LV,0,LV,M
2023,2,MI,FT,Data Scientist,1,50000,EUR,53787,RO,50,RO,L
2023,3,SE,FT,Data Scientist,1,237000,USD,237000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,145000,USD,145000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,90000,USD,90000,US,100,US,M
2023,2,MI,FT,Data Scientist,1,183310,USD,183310,US,0,US,M
2023,2,MI,FT,Data Scientist,1,183310,USD,183310,US,0,US,M
2023,3,SE,FT,Data Scientist,1,210000,USD,210000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,185000,USD,185000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,220000,USD,220000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,146000,USD,146000,US,0,US,M
2023,2,MI,FT,Data Scientist,1,840000,THB,24722,TH,50,TH,L
2023,3,SE,FT,Data Scientist,1,182000,USD,182000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2023,4,EX,FT,Data Scientist,1,300000,USD,300000,US,0,US,M
2023,4,EX,FT,Data Scientist,1,200000,USD,200000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,110000,USD,110000,US,100,US,L
2023,3,SE,FT,Data Scientist,1,136000,USD,136000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,104000,USD,104000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,168000,USD,168000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,153400,USD,153400,US,0,US,M
2023,3,SE,FT,Data Scientist,1,122700,USD,122700,US,0,US,M
2023,3,SE,FT,Data Scientist,1,185000,USD,185000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,160000,USD,160000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,205000,USD,205000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,185000,USD,185000,US,100,US,M
2023,1,EN,FT,Data Scientist,1,50000,USD,50000,IN,100,US,M
2023,3,SE,FT,Data Scientist,1,223800,USD,223800,US,0,US,M
2023,3,SE,FT,Data Scientist,1,172100,USD,172100,US,0,US,M
2023,3,SE,FT,Data Scientist,1,180000,USD,180000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,168400,USD,168400,US,0,US,M
2023,3,SE,FT,Data Scientist,1,105200,USD,105200,US,0,US,M
2023,3,SE,FT,Data Scientist,1,297300,USD,297300,US,100,US,M
2023,3,SE,FT,Data Scientist,1,198200,USD,198200,US,100,US,M
2023,3,SE,FT,Data Scientist,1,110000,USD,110000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,84000,USD,84000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2023,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2023,2,MI,FT,Data Scientist,1,187500,USD,187500,US,0,US,M
2023,2,MI,FT,Data Scientist,1,165000,USD,165000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,135000,USD,135000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,115000,USD,115000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,170000,USD,170000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2021,3,SE,FT,Data Scientist,1,4000000,INR,54094,IN,100,IN,L
2022,1,EN,FT,Data Scientist,1,100000,USD,100000,US,100,US,M
2023,3,SE,FT,Data Scientist,1,272550,USD,272550,US,0,US,M
2023,3,SE,FT,Data Scientist,1,198200,USD,198200,US,0,US,M
2023,3,SE,FT,Data Scientist,1,182000,USD,182000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2023,2,MI,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2023,2,MI,FT,Data Scientist,1,105000,USD,105000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,143100,USD,143100,CA,0,CA,M
2023,3,SE,FT,Data Scientist,1,113000,USD,113000,CA,0,CA,M
2023,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,180560,USD,180560,US,0,US,M
2023,3,SE,FT,Data Scientist,1,115440,USD,115440,US,0,US,M
2023,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Scientist,1,120000,USD,120000,CA,0,CA,M
2023,3,SE,FT,Data Scientist,1,110000,USD,110000,CA,0,CA,M
2022,1,EN,FT,Data Scientist,1,130000,USD,130000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,1100000,INR,13989,IN,100,IN,L
2023,2,MI,FT,Data Scientist,1,130000,USD,130000,US,0,US,M
2023,2,MI,FT,Data Scientist,1,90000,USD,90000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,150000,USD,150000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,150000,USD,150000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,127500,USD,127500,US,100,US,M
2022,3,SE,FT,Data Scientist,1,126500,USD,126500,US,100,US,M
2022,3,SE,FT,Data Scientist,1,51000,USD,51000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,272550,USD,272550,US,100,US,M
2022,3,SE,FT,Data Scientist,1,198200,USD,198200,US,100,US,M
2022,2,MI,FT,Data Scientist,1,90000,EUR,94560,FR,100,FR,M
2022,2,MI,FT,Data Scientist,1,50000,EUR,52533,FR,100,FR,M
2022,3,SE,FT,Data Scientist,1,220000,USD,220000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,146000,USD,146000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,150000,USD,150000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,110000,USD,110000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,190000,USD,190000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,155000,USD,155000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,75000,GBP,92350,GB,0,GB,M
2022,2,MI,FT,Data Scientist,1,55000,GBP,67723,GB,0,GB,M
2022,2,MI,FT,Data Scientist,1,145000,USD,145000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,100000,USD,100000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,2500000,INR,31795,IN,100,US,M
2022,3,SE,FT,Data Scientist,1,190000,USD,190000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,150000,USD,150000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,45000,EUR,47280,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,36000,EUR,37824,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,175000,USD,175000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,249500,USD,249500,US,0,US,M
2022,3,SE,FT,Data Scientist,1,149850,USD,149850,US,0,US,M
2022,3,SE,FT,Data Scientist,1,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,150000,USD,150000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,182750,USD,182750,US,100,US,M
2022,3,SE,FT,Data Scientist,1,161500,USD,161500,US,100,US,M
2022,3,SE,FT,Data Scientist,1,136000,USD,136000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,104000,USD,104000,US,100,US,M
2022,4,EX,FT,Data Scientist,1,159000,USD,159000,US,100,US,M
2022,4,EX,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2022,1,EN,FT,Data Scientist,1,124234,USD,124234,US,0,US,M
2022,1,EN,FT,Data Scientist,1,74540,USD,74540,US,0,US,M
2022,3,SE,FT,Data Scientist,1,45000,EUR,47280,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,36000,EUR,37824,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,128000,USD,128000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,81500,USD,81500,US,0,US,M
2022,3,SE,FT,Data Scientist,1,173000,USD,173000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,110000,USD,110000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,165000,USD,165000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,125000,USD,125000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,180000,USD,180000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,60000,EUR,63040,FR,100,FR,M
2022,2,MI,FT,Data Scientist,1,50000,EUR,52533,FR,100,FR,M
2022,3,SE,FT,Data Scientist,1,130000,USD,130000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,95000,USD,95000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,203500,USD,203500,US,0,US,M
2022,3,SE,FT,Data Scientist,1,152000,USD,152000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,120000,USD,120000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,45000,EUR,47280,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,36000,EUR,37824,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,120000,USD,120000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,110000,USD,110000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,70000,USD,70000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,61000,EUR,64090,DE,0,DE,M
2022,2,MI,FT,Data Scientist,1,58000,EUR,60938,DE,0,DE,M
2022,2,MI,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,90000,USD,90000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,180000,USD,180000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,120000,USD,120000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,175000,USD,175000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,145000,USD,145000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,45000,EUR,47280,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,36000,EUR,37824,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,198800,USD,198800,US,0,US,M
2022,3,SE,FT,Data Scientist,1,122600,USD,122600,US,0,US,M
2022,3,SE,FT,Data Scientist,1,148000,USD,148000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,107000,USD,107000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,168000,USD,168000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,136000,USD,136000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,104000,USD,104000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,1,EN,FT,Data Scientist,1,80000,USD,80000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,208000,USD,208000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,127000,USD,127000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,45000,EUR,47280,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,36000,EUR,37824,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,205000,USD,205000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185000,USD,185000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,1,EN,FT,Data Scientist,1,6600000,HUF,17684,HU,100,HU,M
2022,3,SE,FT,Data Scientist,1,225000,USD,225000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,156400,USD,156400,US,0,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,140700,USD,140700,US,0,US,M
2022,3,SE,FT,Data Scientist,1,93800,USD,93800,US,0,US,M
2022,3,SE,FT,Data Scientist,1,350000,USD,350000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,247500,USD,247500,US,0,US,M
2022,3,SE,FT,Data Scientist,1,172200,USD,172200,US,0,US,M
2022,3,SE,FT,Data Scientist,1,177500,USD,177500,US,100,US,M
2022,3,SE,FT,Data Scientist,1,134000,USD,134000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,243900,USD,243900,US,100,US,M
2022,3,SE,FT,Data Scientist,1,156600,USD,156600,US,100,US,M
2022,2,MI,FT,Data Scientist,1,120000,USD,120000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,100000,USD,100000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,85000,USD,85000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,78000,USD,78000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,136000,USD,136000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,104000,USD,104000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,45000,EUR,47280,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,36000,EUR,37824,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,245000,USD,245000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,180000,USD,180000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,198440,USD,198440,US,0,US,L
2022,3,SE,FT,Data Scientist,1,144000,USD,144000,US,0,US,L
2022,3,SE,FT,Data Scientist,1,198440,USD,198440,US,0,US,M
2022,3,SE,FT,Data Scientist,1,144000,USD,144000,US,0,US,M
2022,2,MI,FT,Data Scientist,1,47000,GBP,57872,GB,50,GB,M
2022,1,EN,FT,Data Scientist,1,38000,EUR,39925,FR,50,FR,L
2022,3,SE,FT,Data Scientist,1,159699,USD,159699,US,0,US,M
2022,3,SE,FT,Data Scientist,1,138938,USD,138938,US,0,US,M
2022,3,SE,FT,Data Scientist,1,180000,USD,180000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,225000,USD,225000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,156400,USD,156400,US,0,US,M
2022,1,EN,FT,Data Scientist,1,180000,USD,180000,US,100,US,M
2022,1,EN,FT,Data Scientist,1,100000,USD,100000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,175000,USD,175000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,122500,USD,122500,US,0,US,M
2022,3,SE,FT,Data Scientist,1,202800,USD,202800,US,0,US,L
2022,3,SE,FT,Data Scientist,1,104300,USD,104300,US,0,US,L
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,2,MI,FT,Data Scientist,1,30000,USD,30000,MX,100,MX,L
2022,2,MI,FT,Data Scientist,1,84000,USD,84000,BR,100,BR,M
2022,2,MI,FT,Data Scientist,1,54000,USD,54000,BR,100,BR,M
2022,1,EN,FT,Data Scientist,1,80000,USD,80000,US,100,US,L
2022,1,EN,FT,Data Scientist,1,96000,CAD,73742,CA,100,CA,L
2022,1,EN,FT,Data Scientist,1,27000,GBP,33246,GB,50,GB,L
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,225000,USD,225000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,156400,USD,156400,US,0,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,155000,USD,155000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,38000,USD,38000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,155000,USD,155000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,38000,USD,38000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,153600,USD,153600,US,100,US,M
2022,3,SE,FT,Data Scientist,1,106800,USD,106800,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185000,USD,185000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,50000,USD,50000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,155000,USD,155000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,38000,USD,38000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,168000,USD,168000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,123400,USD,123400,US,0,US,M
2022,3,SE,FT,Data Scientist,1,88100,USD,88100,US,0,US,M
2022,3,SE,FT,Data Scientist,1,120000,USD,120000,US,100,US,S
2022,3,SE,FT,Data Scientist,1,55000,USD,55000,US,100,US,S
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,185900,USD,185900,US,0,US,M
2022,3,SE,FT,Data Scientist,1,129300,USD,129300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,225000,USD,225000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,156400,USD,156400,US,0,US,M
2022,3,SE,FT,Data Scientist,1,200000,USD,200000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,175000,USD,175000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185000,USD,185000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,50000,USD,50000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,45000,EUR,47280,ES,0,ES,M
2022,3,SE,FT,Data Scientist,1,36000,EUR,37824,ES,0,ES,M
2022,2,MI,FT,Data Scientist,1,144200,USD,144200,US,100,US,M
2022,2,MI,FT,Data Scientist,1,115360,USD,115360,US,100,US,M
2022,2,MI,FT,Data Scientist,1,120000,AUD,83171,AU,0,AU,L
2022,2,MI,FT,Data Scientist,1,108000,USD,108000,US,50,US,L
2022,3,SE,FT,Data Scientist,1,198440,USD,198440,US,100,US,M
2022,3,SE,FT,Data Scientist,1,144000,USD,144000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,72000,EUR,75648,DE,100,DE,S
2022,3,SE,FT,Data Scientist,1,198440,USD,198440,US,0,US,L
2022,3,SE,FT,Data Scientist,1,144000,USD,144000,US,0,US,L
2022,2,MI,FT,Data Scientist,1,10000,USD,10000,TR,0,TR,M
2022,3,SE,FT,Data Scientist,1,215000,USD,215000,US,0,US,L
2022,3,SE,FT,Data Scientist,1,159000,USD,159000,US,0,US,L
2022,3,SE,FT,Data Scientist,1,236900,USD,236900,US,100,US,L
2022,3,SE,FT,Data Scientist,1,159200,USD,159200,US,100,US,L
2022,3,SE,FT,Data Scientist,1,148000,USD,148000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,128000,USD,128000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,218000,USD,218000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,145300,USD,145300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,207000,USD,207000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,153000,USD,153000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,207000,USD,207000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,153000,USD,153000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,2,MI,FT,Data Scientist,1,83000,GBP,102200,GB,100,GB,M
2022,1,EN,FT,Data Scientist,1,1800000,INR,22892,IN,50,IN,M
2022,3,SE,FT,Data Scientist,1,180000,USD,180000,US,100,US,L
2022,3,SE,FT,Data Scientist,1,165000,USD,165000,US,100,US,L
2022,3,SE,FT,Data Scientist,1,179400,USD,179400,US,0,US,M
2022,3,SE,FT,Data Scientist,1,154000,USD,154000,US,0,US,M
2022,1,EN,FT,Data Scientist,1,93000,USD,93000,US,0,US,M
2022,1,EN,FT,Data Scientist,1,73000,USD,73000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,136994,USD,136994,US,100,US,M
2022,3,SE,FT,Data Scientist,1,101570,USD,101570,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,172000,USD,172000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,2,MI,FT,Data Scientist,1,70000,EUR,73546,NL,50,NL,L
2022,1,EN,FT,Data Scientist,1,50000,USD,50000,US,50,DE,M
2022,3,SE,FT,Data Scientist,1,151800,USD,151800,US,0,US,M
2022,3,SE,FT,Data Scientist,1,130240,USD,130240,US,0,US,M
2022,3,SE,FT,Data Scientist,1,179400,USD,179400,US,100,US,M
2022,3,SE,FT,Data Scientist,1,154000,USD,154000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,0,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,0,US,M
2022,1,EN,FT,Data Scientist,1,30000,EUR,31520,ES,50,ES,M
2022,3,SE,FT,Data Scientist,1,204100,USD,204100,US,0,US,M
2022,3,SE,FT,Data Scientist,1,136100,USD,136100,US,0,US,M
2022,2,MI,FT,Data Scientist,1,96000,GBP,118208,GB,0,GB,M
2022,2,MI,FT,Data Scientist,1,90000,GBP,110820,GB,0,GB,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,191475,USD,191475,US,100,US,M
2022,3,SE,FT,Data Scientist,1,141525,USD,141525,US,100,US,M
2022,3,SE,FT,Data Scientist,1,170000,USD,170000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,175000,USD,175000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,160000,USD,160000,US,0,US,L
